FLUKE 289;  V1.16;  32760112 Ammann

To display full timestamps use Format Cells �m/d/y hh:mm:ss.0'

Start Time;Stop Time;Elapsed Time;Interval;Total readings;Intervals;Input Events;Session Name
25.08.2020 20:03:28;25.08.2020 20:13:26;0:09:58;0:00:01;606;599;14;Circuit 1
Max Time;Max;Average;Min;Min Time;Scaling;
25.08.2020 20:03:40;5,4262 A AC;3,8067 A AC;0,0000 A AC;25.08.2020 20:03:28;(none)

Reading;Sample;Start Time;Duration;Max Time;Max;Average;Min Time;Min;Description;Stop Time
242;5,3301 A AC;25.08.2020 20:07:25,8;0:00:01,0;25.08.2020 20:07:25,8;5,3301 A AC;5,3296 A AC;25.08.2020 20:07:26,5;5,3285 A AC;Interval;25.08.2020 20:07:26,8
243;5,3310 A AC;25.08.2020 20:07:26,8;0:00:01,0;25.08.2020 20:07:26,9;5,3311 A AC;5,3288 A AC;25.08.2020 20:07:27,7;5,3243 A AC;Interval;25.08.2020 20:07:27,8
244;5,3246 A AC;25.08.2020 20:07:27,8;0:00:01,0;25.08.2020 20:07:28,7;5,3274 A AC;5,3252 A AC;25.08.2020 20:07:27,9;5,3243 A AC;Interval;25.08.2020 20:07:28,8
245;5,3284 A AC;25.08.2020 20:07:28,8;0:00:01,0;25.08.2020 20:07:29,7;5,3294 A AC;5,3283 A AC;25.08.2020 20:07:29,1;5,3265 A AC;Interval;25.08.2020 20:07:29,8
246;5,3292 A AC;25.08.2020 20:07:29,8;0:00:01,0;25.08.2020 20:07:30,0;5,3294 A AC;5,3284 A AC;25.08.2020 20:07:30,7;5,3274 A AC;Interval;25.08.2020 20:07:30,9
247;5,3302 A AC;25.08.2020 20:07:30,9;0:00:01,0;25.08.2020 20:07:31,1;5,3313 A AC;5,3297 A AC;25.08.2020 20:07:31,8;5,3279 A AC;Interval;25.08.2020 20:07:31,9
248;5,3278 A AC;25.08.2020 20:07:31,9;0:00:01,0;25.08.2020 20:07:31,9;5,3278 A AC;5,3269 A AC;25.08.2020 20:07:32,7;5,3254 A AC;Interval;25.08.2020 20:07:32,9
249;5,3256 A AC;25.08.2020 20:07:32,9;0:00:01,0;25.08.2020 20:07:32,9;5,3256 A AC;5,3255 A AC;25.08.2020 20:07:33,8;5,3252 A AC;Interval;25.08.2020 20:07:33,9
250;5,3252 A AC;25.08.2020 20:07:33,9;0:00:01,0;25.08.2020 20:07:33,9;5,3252 A AC;5,3251 A AC;25.08.2020 20:07:34,1;5,3251 A AC;Interval;25.08.2020 20:07:34,9
251;5,3252 A AC;25.08.2020 20:07:34,9;0:00:01,0;25.08.2020 20:07:35,8;5,3256 A AC;5,3254 A AC;25.08.2020 20:07:34,9;5,3252 A AC;Interval;25.08.2020 20:07:35,9
252;5,3256 A AC;25.08.2020 20:07:35,9;0:00:01,0;25.08.2020 20:07:36,1;5,3258 A AC;5,3257 A AC;25.08.2020 20:07:35,9;5,3256 A AC;Interval;25.08.2020 20:07:36,9
253;5,3258 A AC;25.08.2020 20:07:36,9;0:00:01,0;25.08.2020 20:07:37,1;5,3288 A AC;5,3273 A AC;25.08.2020 20:07:37,3;5,3254 A AC;Interval;25.08.2020 20:07:37,9
254;5,3261 A AC;25.08.2020 20:07:37,9;0:00:01,0;25.08.2020 20:07:37,9;5,3261 A AC;5,3230 A AC;25.08.2020 20:07:38,2;5,3214 A AC;Interval;25.08.2020 20:07:38,9
255;5,3249 A AC;25.08.2020 20:07:38,9;0:00:00,9;25.08.2020 20:07:38,9;5,3249 A AC;5,3165 A AC;25.08.2020 20:07:39,3;5,3136 A AC;Interval;25.08.2020 20:07:39,8
256;5,3108 A AC;25.08.2020 20:07:39,8;0:00:01,0;25.08.2020 20:07:40,4;5,3132 A AC;5,3111 A AC;25.08.2020 20:07:40,7;5,3020 A AC;Interval;25.08.2020 20:07:40,8
257;5,2997 A AC;25.08.2020 20:07:40,8;0:00:01,0;25.08.2020 20:07:40,8;5,2997 A AC;5,2986 A AC;25.08.2020 20:07:41,3;5,2979 A AC;Interval;25.08.2020 20:07:41,8
258;5,2992 A AC;25.08.2020 20:07:41,8;0:00:01,0;25.08.2020 20:07:42,7;5,3004 A AC;5,2991 A AC;25.08.2020 20:07:42,0;5,2973 A AC;Interval;25.08.2020 20:07:42,8
259;5,3004 A AC;25.08.2020 20:07:42,8;0:00:01,0;25.08.2020 20:07:43,1;5,3014 A AC;5,3005 A AC;25.08.2020 20:07:43,7;5,2982 A AC;Interval;25.08.2020 20:07:43,8
260;5,2977 A AC;25.08.2020 20:07:43,8;0:00:01,0;25.08.2020 20:07:44,5;5,3032 A AC;5,3003 A AC;25.08.2020 20:07:43,8;5,2977 A AC;Interval;25.08.2020 20:07:44,8
261;5,3028 A AC;25.08.2020 20:07:44,8;0:00:01,0;25.08.2020 20:07:44,8;5,3028 A AC;5,3006 A AC;25.08.2020 20:07:45,3;5,2985 A AC;Interval;25.08.2020 20:07:45,8
262;5,2997 A AC;25.08.2020 20:07:45,8;0:00:01,0;25.08.2020 20:07:46,0;5,3014 A AC;5,2993 A AC;25.08.2020 20:07:46,5;5,2969 A AC;Interval;25.08.2020 20:07:46,8
263;5,2999 A AC;25.08.2020 20:07:46,8;0:00:01,0;25.08.2020 20:07:46,9;5,3001 A AC;5,2983 A AC;25.08.2020 20:07:47,3;5,2963 A AC;Interval;25.08.2020 20:07:47,9
264;5,2984 A AC;25.08.2020 20:07:47,9;0:00:01,0;25.08.2020 20:07:48,4;5,3115 A AC;5,3073 A AC;25.08.2020 20:07:48,0;5,2963 A AC;Interval;25.08.2020 20:07:48,9
265;5,3098 A AC;25.08.2020 20:07:48,9;0:00:01,0;25.08.2020 20:07:49,1;5,3117 A AC;5,3100 A AC;25.08.2020 20:07:49,6;5,3077 A AC;Interval;25.08.2020 20:07:49,9
266;5,3088 A AC;25.08.2020 20:07:49,9;0:00:01,0;25.08.2020 20:07:49,9;5,3088 A AC;5,3073 A AC;25.08.2020 20:07:50,5;5,3063 A AC;Interval;25.08.2020 20:07:50,9
267;5,3068 A AC;25.08.2020 20:07:50,9;0:00:01,0;25.08.2020 20:07:51,8;5,3096 A AC;5,3079 A AC;25.08.2020 20:07:50,9;5,3068 A AC;Interval;25.08.2020 20:07:51,9
268;5,3096 A AC;25.08.2020 20:07:51,9;0:00:01,0;25.08.2020 20:07:51,9;5,3096 A AC;5,3079 A AC;25.08.2020 20:07:52,2;5,3072 A AC;Interval;25.08.2020 20:07:52,9
269;5,3073 A AC;25.08.2020 20:07:52,9;0:00:01,0;25.08.2020 20:07:53,8;5,3114 A AC;5,3085 A AC;25.08.2020 20:07:52,9;5,3073 A AC;Interval;25.08.2020 20:07:53,9
270;5,3117 A AC;25.08.2020 20:07:53,9;0:00:01,0;25.08.2020 20:07:54,1;5,3118 A AC;5,3089 A AC;25.08.2020 20:07:54,7;5,3058 A AC;Interval;25.08.2020 20:07:54,9
271;5,3093 A AC;25.08.2020 20:07:54,9;0:00:00,9;25.08.2020 20:07:55,3;5,3134 A AC;5,3126 A AC;25.08.2020 20:07:54,9;5,3093 A AC;Interval;25.08.2020 20:07:55,8
272;5,3139 A AC;25.08.2020 20:07:55,8;0:00:01,0;25.08.2020 20:07:55,9;5,3141 A AC;5,3135 A AC;25.08.2020 20:07:56,2;5,3126 A AC;Interval;25.08.2020 20:07:56,8
273;5,3129 A AC;25.08.2020 20:07:56,8;0:00:01,0;25.08.2020 20:07:57,4;5,3139 A AC;5,3135 A AC;25.08.2020 20:07:56,8;5,3129 A AC;Interval;25.08.2020 20:07:57,8
274;5,3138 A AC;25.08.2020 20:07:57,8;0:00:01,0;25.08.2020 20:07:57,8;5,3138 A AC;5,3131 A AC;25.08.2020 20:07:58,2;5,3124 A AC;Interval;25.08.2020 20:07:58,8
275;5,3132 A AC;25.08.2020 20:07:58,8;0:00:01,0;25.08.2020 20:07:58,9;5,3135 A AC;5,3133 A AC;25.08.2020 20:07:58,8;5,3132 A AC;Interval;25.08.2020 20:07:59,8
276;5,3157 A AC;25.08.2020 20:07:59,8;0:00:01,0;25.08.2020 20:08:00,5;5,3180 A AC;5,3173 A AC;25.08.2020 20:07:59,8;5,3157 A AC;Interval;25.08.2020 20:08:00,8
277;5,3163 A AC;25.08.2020 20:08:00,8;0:00:01,0;25.08.2020 20:08:01,1;5,3165 A AC;5,3139 A AC;25.08.2020 20:08:01,7;5,3096 A AC;Interval;25.08.2020 20:08:01,8
278;5,3097 A AC;25.08.2020 20:08:01,8;0:00:01,0;25.08.2020 20:08:02,3;5,3143 A AC;5,3126 A AC;25.08.2020 20:08:01,8;5,3097 A AC;Interval;25.08.2020 20:08:02,8
279;5,3140 A AC;25.08.2020 20:08:02,8;0:00:01,0;25.08.2020 20:08:03,7;5,3196 A AC;5,3176 A AC;25.08.2020 20:08:02,8;5,3140 A AC;Interval;25.08.2020 20:08:03,8
280;5,3200 A AC;25.08.2020 20:08:03,8;0:00:01,0;25.08.2020 20:08:04,3;5,3208 A AC;5,3204 A AC;25.08.2020 20:08:03,8;5,3200 A AC;Interval;25.08.2020 20:08:04,9
281;5,3202 A AC;25.08.2020 20:08:04,9;0:00:01,0;25.08.2020 20:08:05,0;5,3203 A AC;5,3193 A AC;25.08.2020 20:08:05,5;5,3187 A AC;Interval;25.08.2020 20:08:05,9
282;5,3192 A AC;25.08.2020 20:08:05,9;0:00:01,0;25.08.2020 20:08:06,8;5,3193 A AC;5,3189 A AC;25.08.2020 20:08:06,4;5,3186 A AC;Interval;25.08.2020 20:08:06,9
283;5,3193 A AC;25.08.2020 20:08:06,9;0:00:01,0;25.08.2020 20:08:07,8;5,3195 A AC;5,3193 A AC;25.08.2020 20:08:07,0;5,3191 A AC;Interval;25.08.2020 20:08:07,9
284;5,3195 A AC;25.08.2020 20:08:07,9;0:00:01,0;25.08.2020 20:08:07,9;5,3195 A AC;5,3194 A AC;25.08.2020 20:08:08,8;5,3191 A AC;Interval;25.08.2020 20:08:08,9
285;5,3192 A AC;25.08.2020 20:08:08,9;0:00:01,0;25.08.2020 20:08:09,2;5,3194 A AC;5,3186 A AC;25.08.2020 20:08:09,7;5,3165 A AC;Interval;25.08.2020 20:08:09,9
286;5,3162 A AC;25.08.2020 20:08:09,9;0:00:01,0;25.08.2020 20:08:10,4;5,3195 A AC;5,3174 A AC;25.08.2020 20:08:10,1;5,3161 A AC;Interval;25.08.2020 20:08:10,9
287;5,3170 A AC;25.08.2020 20:08:10,9;0:00:01,0;25.08.2020 20:08:11,3;5,3200 A AC;5,3186 A AC;25.08.2020 20:08:10,9;5,3170 A AC;Interval;25.08.2020 20:08:11,9
288;5,3185 A AC;25.08.2020 20:08:11,9;0:00:01,0;25.08.2020 20:08:12,2;5,3192 A AC;5,3183 A AC;25.08.2020 20:08:12,3;5,3171 A AC;Interval;25.08.2020 20:08:12,9
289;5,3185 A AC;25.08.2020 20:08:12,9;0:00:00,9;25.08.2020 20:08:13,3;5,3194 A AC;5,3190 A AC;25.08.2020 20:08:13,0;5,3184 A AC;Interval;25.08.2020 20:08:13,8
290;5,3188 A AC;25.08.2020 20:08:13,8;0:00:01,0;25.08.2020 20:08:13,8;5,3188 A AC;5,3174 A AC;25.08.2020 20:08:14,4;5,3163 A AC;Interval;25.08.2020 20:08:14,8
291;5,3168 A AC;25.08.2020 20:08:14,8;0:00:01,0;25.08.2020 20:08:14,8;5,3168 A AC;5,3160 A AC;25.08.2020 20:08:15,7;5,3155 A AC;Interval;25.08.2020 20:08:15,8
292;5,3152 A AC;25.08.2020 20:08:15,8;0:00:01,0;25.08.2020 20:08:16,6;5,3154 A AC;5,3151 A AC;25.08.2020 20:08:16,2;5,3144 A AC;Interval;25.08.2020 20:08:16,8
293;5,3155 A AC;25.08.2020 20:08:16,8;0:00:01,0;25.08.2020 20:08:17,0;5,3156 A AC;5,3153 A AC;25.08.2020 20:08:17,7;5,3130 A AC;Interval;25.08.2020 20:08:17,8
294;5,3121 A AC;25.08.2020 20:08:17,8;0:00:01,0;25.08.2020 20:08:18,4;5,3125 A AC;5,3110 A AC;25.08.2020 20:08:18,7;5,3085 A AC;Interval;25.08.2020 20:08:18,8
295;5,3083 A AC;25.08.2020 20:08:18,8;0:00:01,0;25.08.2020 20:08:19,2;5,3092 A AC;5,3086 A AC;25.08.2020 20:08:19,0;5,3076 A AC;Interval;25.08.2020 20:08:19,8
296;5,3079 A AC;25.08.2020 20:08:19,8;0:00:01,0;25.08.2020 20:08:19,8;5,3079 A AC;5,3069 A AC;25.08.2020 20:08:20,7;5,3057 A AC;Interval;25.08.2020 20:08:20,8
297;5,3049 A AC;25.08.2020 20:08:20,8;0:00:01,0;25.08.2020 20:08:21,6;5,3082 A AC;5,3049 A AC;25.08.2020 20:08:21,3;5,3036 A AC;Interval;25.08.2020 20:08:21,9
298;5,3042 A AC;25.08.2020 20:08:21,9;0:00:01,0;25.08.2020 20:08:22,2;5,3043 A AC;5,3035 A AC;25.08.2020 20:08:22,8;5,3019 A AC;Interval;25.08.2020 20:08:22,9
299;5,3016 A AC;25.08.2020 20:08:22,9;0:00:01,0;25.08.2020 20:08:23,6;5,3023 A AC;5,3015 A AC;25.08.2020 20:08:23,2;5,3000 A AC;Interval;25.08.2020 20:08:23,9
300;5,3011 A AC;25.08.2020 20:08:23,9;0:00:01,0;25.08.2020 20:08:24,0;5,3012 A AC;5,3006 A AC;25.08.2020 20:08:24,4;5,3002 A AC;Interval;25.08.2020 20:08:24,9
301;5,3000 A AC;25.08.2020 20:08:24,9;0:00:01,0;25.08.2020 20:08:25,1;5,3001 A AC;5,2997 A AC;25.08.2020 20:08:25,8;5,2976 A AC;Interval;25.08.2020 20:08:25,9
302;5,2964 A AC;25.08.2020 20:08:25,9;0:00:01,0;25.08.2020 20:08:26,6;5,2976 A AC;5,2962 A AC;25.08.2020 20:08:26,1;5,2954 A AC;Interval;25.08.2020 20:08:26,9
303;5,2957 A AC;25.08.2020 20:08:26,9;0:00:01,0;25.08.2020 20:08:27,3;5,2971 A AC;5,2962 A AC;25.08.2020 20:08:27,0;5,2953 A AC;Interval;25.08.2020 20:08:27,9
304;5,2970 A AC;25.08.2020 20:08:27,9;0:00:01,0;25.08.2020 20:08:28,1;5,2976 A AC;5,2935 A AC;25.08.2020 20:08:28,8;5,2825 A AC;Interval;25.08.2020 20:08:28,9
305;5,2819 A AC;25.08.2020 20:08:28,9;0:00:01,0;25.08.2020 20:08:29,8;5,2823 A AC;5,2817 A AC;25.08.2020 20:08:29,5;5,2806 A AC;Interval;25.08.2020 20:08:29,9
306;5,2824 A AC;25.08.2020 20:08:29,9;0:00:01,0;25.08.2020 20:08:30,8;5,2842 A AC;5,2826 A AC;25.08.2020 20:08:30,1;5,2818 A AC;Interval;25.08.2020 20:08:30,9
307;5,2848 A AC;25.08.2020 20:08:30,9;0:00:00,9;25.08.2020 20:08:31,2;5,2858 A AC;5,2849 A AC;25.08.2020 20:08:31,7;5,2825 A AC;Interval;25.08.2020 20:08:31,8
308;5,2837 A AC;25.08.2020 20:08:31,8;0:00:01,0;25.08.2020 20:08:32,6;5,2857 A AC;5,2844 A AC;25.08.2020 20:08:32,4;5,2834 A AC;Interval;25.08.2020 20:08:32,8
309;5,2853 A AC;25.08.2020 20:08:32,8;0:00:01,0;25.08.2020 20:08:32,8;5,2853 A AC;5,2852 A AC;25.08.2020 20:08:33,1;5,2851 A AC;Interval;25.08.2020 20:08:33,8
310;5,2853 A AC;25.08.2020 20:08:33,8;0:00:01,0;25.08.2020 20:08:34,7;5,2861 A AC;5,2841 A AC;25.08.2020 20:08:34,1;5,2825 A AC;Interval;25.08.2020 20:08:34,8
311;5,2837 A AC;25.08.2020 20:08:34,8;0:00:01,0;25.08.2020 20:08:35,6;5,2866 A AC;5,2851 A AC;25.08.2020 20:08:34,8;5,2837 A AC;Interval;25.08.2020 20:08:35,8
312;5,2807 A AC;25.08.2020 20:08:35,8;0:00:01,0;25.08.2020 20:08:36,2;5,2950 A AC;5,2900 A AC;25.08.2020 20:08:35,9;5,2756 A AC;Interval;25.08.2020 20:08:36,8
313;5,2957 A AC;25.08.2020 20:08:36,8;0:00:01,0;25.08.2020 20:08:37,0;5,2968 A AC;5,2959 A AC;25.08.2020 20:08:37,6;5,2952 A AC;Interval;25.08.2020 20:08:37,8
314;5,2950 A AC;25.08.2020 20:08:37,8;0:00:01,0;25.08.2020 20:08:38,7;5,2967 A AC;5,2954 A AC;25.08.2020 20:08:38,0;5,2949 A AC;Interval;25.08.2020 20:08:38,8
315;5,2991 A AC;25.08.2020 20:08:38,8;0:00:01,0;25.08.2020 20:08:39,8;5,3119 A AC;5,3073 A AC;25.08.2020 20:08:38,8;5,2991 A AC;Interval;25.08.2020 20:08:39,9
316;5,3113 A AC;25.08.2020 20:08:39,9;0:00:01,0;25.08.2020 20:08:40,2;5,3117 A AC;5,3112 A AC;25.08.2020 20:08:40,5;5,3103 A AC;Interval;25.08.2020 20:08:40,9
317;5,3121 A AC;25.08.2020 20:08:40,9;0:00:01,0;25.08.2020 20:08:41,3;5,3129 A AC;5,3121 A AC;25.08.2020 20:08:41,6;5,3114 A AC;Interval;25.08.2020 20:08:41,9
318;5,3122 A AC;25.08.2020 20:08:41,9;0:00:01,0;25.08.2020 20:08:41,9;5,3122 A AC;5,3103 A AC;25.08.2020 20:08:42,1;5,3088 A AC;Interval;25.08.2020 20:08:42,9
319;5,3087 A AC;25.08.2020 20:08:42,9;0:00:01,0;25.08.2020 20:08:43,8;5,3106 A AC;5,3088 A AC;25.08.2020 20:08:43,1;5,3067 A AC;Interval;25.08.2020 20:08:43,9
320;5,3106 A AC;25.08.2020 20:08:43,9;0:00:01,0;25.08.2020 20:08:44,8;5,3120 A AC;5,3105 A AC;25.08.2020 20:08:44,6;5,3099 A AC;Interval;25.08.2020 20:08:44,9
321;5,3132 A AC;25.08.2020 20:08:44,9;0:00:01,0;25.08.2020 20:08:45,0;5,3137 A AC;5,3078 A AC;25.08.2020 20:08:45,2;5,3015 A AC;Interval;25.08.2020 20:08:45,9
322;5,3092 A AC;25.08.2020 20:08:45,9;0:00:01,0;25.08.2020 20:08:46,7;5,3097 A AC;5,3092 A AC;25.08.2020 20:08:46,3;5,3086 A AC;Interval;25.08.2020 20:08:46,9
323;5,3086 A AC;25.08.2020 20:08:46,9;0:00:01,0;25.08.2020 20:08:47,8;5,3102 A AC;5,3091 A AC;25.08.2020 20:08:46,9;5,3086 A AC;Interval;25.08.2020 20:08:47,9
324;5,3122 A AC;25.08.2020 20:08:47,9;0:00:00,9;25.08.2020 20:08:47,9;5,3122 A AC;5,3114 A AC;25.08.2020 20:08:48,7;5,3101 A AC;Interval;25.08.2020 20:08:48,8
325;5,3101 A AC;25.08.2020 20:08:48,8;0:00:01,0;25.08.2020 20:08:48,9;5,3104 A AC;5,3097 A AC;25.08.2020 20:08:49,3;5,3093 A AC;Interval;25.08.2020 20:08:49,8
326;5,3093 A AC;25.08.2020 20:08:49,8;0:00:01,0;25.08.2020 20:08:49,9;5,3094 A AC;5,3093 A AC;25.08.2020 20:08:50,4;5,3092 A AC;Interval;25.08.2020 20:08:50,8
327;5,3114 A AC;25.08.2020 20:08:50,8;0:00:01,0;25.08.2020 20:08:51,6;5,3123 A AC;5,3109 A AC;25.08.2020 20:08:51,0;5,3093 A AC;Interval;25.08.2020 20:08:51,8
328;5,3116 A AC;25.08.2020 20:08:51,8;0:00:01,0;25.08.2020 20:08:52,7;5,3120 A AC;5,3117 A AC;25.08.2020 20:08:52,3;5,3112 A AC;Interval;25.08.2020 20:08:52,8
329;5,3115 A AC;25.08.2020 20:08:52,8;0:00:01,0;25.08.2020 20:08:52,8;5,3115 A AC;5,3102 A AC;25.08.2020 20:08:53,7;5,3085 A AC;Interval;25.08.2020 20:08:53,8
330;5,3082 A AC;25.08.2020 20:08:53,8;0:00:01,0;25.08.2020 20:08:54,5;5,3106 A AC;5,3095 A AC;25.08.2020 20:08:53,8;5,3082 A AC;Interval;25.08.2020 20:08:54,8
331;5,3104 A AC;25.08.2020 20:08:54,8;0:00:01,0;25.08.2020 20:08:55,1;5,3105 A AC;5,3104 A AC;25.08.2020 20:08:54,8;5,3104 A AC;Interval;25.08.2020 20:08:55,8
332;5,3103 A AC;25.08.2020 20:08:55,8;0:00:01,0;25.08.2020 20:08:56,8;5,3109 A AC;5,3106 A AC;25.08.2020 20:08:55,8;5,3103 A AC;Interval;25.08.2020 20:08:56,9
333;5,3109 A AC;25.08.2020 20:08:56,9;0:00:01,0;25.08.2020 20:08:57,8;5,3116 A AC;5,3113 A AC;25.08.2020 20:08:56,9;5,3109 A AC;Interval;25.08.2020 20:08:57,9
334;5,3116 A AC;25.08.2020 20:08:57,9;0:00:01,0;25.08.2020 20:08:58,1;5,3117 A AC;5,3102 A AC;25.08.2020 20:08:58,6;5,3080 A AC;Interval;25.08.2020 20:08:58,9
335;5,3116 A AC;25.08.2020 20:08:58,9;0:00:01,0;25.08.2020 20:08:59,0;5,3118 A AC;5,3103 A AC;25.08.2020 20:08:59,4;5,3085 A AC;Interval;25.08.2020 20:08:59,9
336;5,3109 A AC;25.08.2020 20:08:59,9;0:00:01,0;25.08.2020 20:09:00,8;5,3137 A AC;5,3117 A AC;25.08.2020 20:09:00,0;5,3107 A AC;Interval;25.08.2020 20:09:00,9
337;5,3142 A AC;25.08.2020 20:09:00,9;0:00:01,0;25.08.2020 20:09:01,2;5,3147 A AC;5,3140 A AC;25.08.2020 20:09:01,4;5,3128 A AC;Interval;25.08.2020 20:09:01,9
338;5,3136 A AC;25.08.2020 20:09:01,9;0:00:01,0;25.08.2020 20:09:02,6;5,3157 A AC;5,3147 A AC;25.08.2020 20:09:02,2;5,3132 A AC;Interval;25.08.2020 20:09:02,9
339;5,3156 A AC;25.08.2020 20:09:02,9;0:00:01,0;25.08.2020 20:09:03,5;5,3158 A AC;5,3156 A AC;25.08.2020 20:09:03,1;5,3155 A AC;Interval;25.08.2020 20:09:03,9
340;5,3156 A AC;25.08.2020 20:09:03,9;0:00:01,0;25.08.2020 20:09:04,8;5,3268 A AC;5,3176 A AC;25.08.2020 20:09:03,9;5,3156 A AC;Interval;25.08.2020 20:09:04,9
341;5,3290 A AC;25.08.2020 20:09:04,9;0:00:00,9;25.08.2020 20:09:05,3;5,3317 A AC;5,3298 A AC;25.08.2020 20:09:05,7;5,3269 A AC;Interval;25.08.2020 20:09:05,8
342;5,3266 A AC;25.08.2020 20:09:05,8;0:00:01,0;25.08.2020 20:09:06,2;5,3289 A AC;5,3268 A AC;25.08.2020 20:09:06,6;5,3248 A AC;Interval;25.08.2020 20:09:06,8
343;5,3261 A AC;25.08.2020 20:09:06,8;0:00:01,0;25.08.2020 20:09:07,1;5,3294 A AC;5,3268 A AC;25.08.2020 20:09:07,5;5,3253 A AC;Interval;25.08.2020 20:09:07,8
344;5,3276 A AC;25.08.2020 20:09:07,8;0:00:01,0;25.08.2020 20:09:08,6;5,3287 A AC;5,3278 A AC;25.08.2020 20:09:08,2;5,3273 A AC;Interval;25.08.2020 20:09:08,8
345;5,3286 A AC;25.08.2020 20:09:08,8;0:00:01,0;25.08.2020 20:09:09,7;5,3299 A AC;5,3292 A AC;25.08.2020 20:09:08,8;5,3286 A AC;Interval;25.08.2020 20:09:09,8
346;5,3300 A AC;25.08.2020 20:09:09,8;0:00:01,0;25.08.2020 20:09:09,8;5,3300 A AC;5,3285 A AC;25.08.2020 20:09:10,0;5,3277 A AC;Interval;25.08.2020 20:09:10,8
347;5,3279 A AC;25.08.2020 20:09:10,8;0:00:01,0;25.08.2020 20:09:10,8;5,3279 A AC;5,3255 A AC;25.08.2020 20:09:11,6;5,3185 A AC;Interval;25.08.2020 20:09:11,8
348;5,3210 A AC;25.08.2020 20:09:11,8;0:00:01,0;25.08.2020 20:09:12,5;5,3223 A AC;5,3215 A AC;25.08.2020 20:09:11,8;5,3210 A AC;Interval;25.08.2020 20:09:12,8
349;5,3223 A AC;25.08.2020 20:09:12,8;0:00:01,0;25.08.2020 20:09:12,8;5,3223 A AC;5,3217 A AC;25.08.2020 20:09:13,8;5,3212 A AC;Interval;25.08.2020 20:09:13,9
350;5,3209 A AC;25.08.2020 20:09:13,9;0:00:01,0;25.08.2020 20:09:14,5;5,3219 A AC;5,3208 A AC;25.08.2020 20:09:14,7;5,3188 A AC;Interval;25.08.2020 20:09:14,9
351;5,3186 A AC;25.08.2020 20:09:14,9;0:00:01,0;25.08.2020 20:09:15,8;5,3235 A AC;5,3198 A AC;25.08.2020 20:09:15,1;5,3182 A AC;Interval;25.08.2020 20:09:15,9
352;5,3239 A AC;25.08.2020 20:09:15,9;0:00:01,0;25.08.2020 20:09:15,9;5,3239 A AC;5,3169 A AC;25.08.2020 20:09:16,7;5,3065 A AC;Interval;25.08.2020 20:09:16,9
353;5,3069 A AC;25.08.2020 20:09:16,9;0:00:01,0;25.08.2020 20:09:17,0;5,3070 A AC;5,3062 A AC;25.08.2020 20:09:17,5;5,3052 A AC;Interval;25.08.2020 20:09:17,9
354;5,3062 A AC;25.08.2020 20:09:17,9;0:00:01,0;25.08.2020 20:09:18,2;5,3066 A AC;5,3058 A AC;25.08.2020 20:09:18,7;5,3045 A AC;Interval;25.08.2020 20:09:18,9
355;5,3044 A AC;25.08.2020 20:09:18,9;0:00:01,0;25.08.2020 20:09:19,3;5,3069 A AC;5,3053 A AC;25.08.2020 20:09:19,8;5,3039 A AC;Interval;25.08.2020 20:09:19,9
356;5,3053 A AC;25.08.2020 20:09:19,9;0:00:01,0;25.08.2020 20:09:20,8;5,3070 A AC;5,3056 A AC;25.08.2020 20:09:20,5;5,3042 A AC;Interval;25.08.2020 20:09:20,9
357;5,3080 A AC;25.08.2020 20:09:20,9;0:00:01,0;25.08.2020 20:09:21,8;5,3104 A AC;5,3090 A AC;25.08.2020 20:09:21,3;5,3076 A AC;Interval;25.08.2020 20:09:21,9
358;5,3090 A AC;25.08.2020 20:09:21,9;0:00:00,9;25.08.2020 20:09:22,5;5,3115 A AC;5,3095 A AC;25.08.2020 20:09:22,7;5,3070 A AC;Interval;25.08.2020 20:09:22,8
359;5,3060 A AC;25.08.2020 20:09:22,8;0:00:01,0;25.08.2020 20:09:23,3;5,3114 A AC;5,3074 A AC;25.08.2020 20:09:23,6;5,3043 A AC;Interval;25.08.2020 20:09:23,8
360;5,3072 A AC;25.08.2020 20:09:23,8;0:00:01,0;25.08.2020 20:09:24,6;5,3235 A AC;5,3199 A AC;25.08.2020 20:09:23,8;5,3072 A AC;Interval;25.08.2020 20:09:24,8
361;5,3245 A AC;25.08.2020 20:09:24,8;0:00:01,0;25.08.2020 20:09:25,6;5,3252 A AC;5,3238 A AC;25.08.2020 20:09:25,1;5,3224 A AC;Interval;25.08.2020 20:09:25,8
362;5,3224 A AC;25.08.2020 20:09:25,8;0:00:01,0;25.08.2020 20:09:26,1;5,3255 A AC;5,3241 A AC;25.08.2020 20:09:25,8;5,3224 A AC;Interval;25.08.2020 20:09:26,8
363;5,3253 A AC;25.08.2020 20:09:26,8;0:00:01,0;25.08.2020 20:09:27,6;5,3261 A AC;5,3249 A AC;25.08.2020 20:09:27,4;5,3226 A AC;Interval;25.08.2020 20:09:27,8
364;5,3268 A AC;25.08.2020 20:09:27,8;0:00:01,0;25.08.2020 20:09:28,4;5,3271 A AC;5,3263 A AC;25.08.2020 20:09:28,0;5,3251 A AC;Interval;25.08.2020 20:09:28,8
365;5,3264 A AC;25.08.2020 20:09:28,8;0:00:01,0;25.08.2020 20:09:28,8;5,3264 A AC;5,3258 A AC;25.08.2020 20:09:29,5;5,3252 A AC;Interval;25.08.2020 20:09:29,8
